LATITUDE,LONGITUDE,BOROUGH,Permit Type,Job Type,Filing Date,Issuance Date,Permit Status,Job #,Owner's Business Name,Permittee's Business Name,Block,Lot,Delay
40.830182,-73.928481,BRONX,EW,A2,2022-03-10,2022-06-28,ISSUED,240295079,JEROME AVENUE TENANTS CORP.,TOTAL NY CONSTRUCTION COR,2504.0,36.0,110.0
40.71669,-73.998856,MANHATTAN,AL,A1,2022-05-16,2022-06-28,ISSUED,123380607,89 MULBERRY REALTY CO.,HENRY BUILDERS INC,199.0,18.0,43.0
40.74564,-73.94609,QUEENS,NB,NB,2022-06-10,2022-06-28,ISSUED,420651912,G&M REALTY LP,G & M REALTY LP,86.0,1.0,18.0
40.801043,-73.967901,MANHATTAN,EW,A2,2022-06-16,2022-06-28,ISSUED,123530116,BROADSIDE REALTY,PARADISE COVE ENTERPRISE,1877.0,52.0,12.0
40.801043,-73.967901,MANHATTAN,EW,A2,2022-06-16,2022-06-28,ISSUED,123530116,BROADSIDE REALTY,PARADISE COVE ENTERPRISE,1877.0,52.0,12.0
40.770337,-73.966078,MANHATTAN,AL,A1,2022-06-17,2022-06-28,ISSUED,121206587,36 EAST 70TH STREET LLC,CERTIFIED OF N.Y. INC,1384.0,46.0,11.0
40.618309,-73.954978,BROOKLYN,EW,A2,2022-06-17,2022-06-28,ISSUED,321994455,JBS OCEAN AVE LLC,JBS REALTY LLC,7656.0,37.0,11.0
40.742371,-73.877642,QUEENS,DM,DM,2022-06-23,2022-06-28,ISSUED,421777893,88-28 PROPERTY INC,NEW DA HUA INC,1583.0,44.0,5.0
40.697617,-73.937982,BROOKLYN,NB,NB,2022-06-23,2022-06-28,ISSUED,321599070,SOLOMON EQUITIES,BETTERBUILT BUILDERS INC,1582.0,2.0,5.0
40.70544,-73.767058,QUEENS,EW,A2,2022-06-23,2022-06-28,ISSUED,440732744,B-A,CENTURION SOLAR ENERGY,10377.0,31.0,5.0
40.781624,-73.960331,MANHATTAN,EW,A2,2022-04-07,2022-07-15,ISSUED,123660733,,DMC PROFESSIONAL CONTRACT,1498.0,1.0,99.0
40.693482,-73.817719,QUEENS,DM,DM,2022-06-08,2022-07-21,ISSUED,421792778,OWNER,CARLIN CONTRACTING OF NY,9476.0,37.0,43.0
40.699394,-73.953355,BROOKLYN,EW,A2,2022-06-23,2022-06-28,ISSUED,340694902,NEW YORK CITY HOUSING AUTHORITY,ROMA SCAFFOLDING INC,1719.0,1.0,5.0
40.750077,-73.751054,QUEENS,DM,DM,2022-06-24,2022-06-28,ISSUED,421787604,,TT&T CONSTRUCTION INC,7648.0,76.0,4.0
40.755739,-73.927969,QUEENS,EW,A2,2022-06-24,2022-06-28,ISSUED,440636689,BHB INVESTMENT HOLDINGS GLEN OAK,PNV INDUSTRIES LLC,602.0,34.0,4.0
40.822211,-73.936399,MANHATTAN,PL,A2,2022-06-24,2022-06-28,ISSUED,123494584,"ESPLANADE GARDENS, INC.",LATTY'S GEN PLBG CONT COR,2016.0,50.0,4.0
40.705632,-74.005288,MANHATTAN,EQ,A3,2022-06-24,2022-06-28,ISSUED,140871117,"FPG MAIDEN LANE, LLC",GWT ENTERPRISES INC,72.0,7502.0,4.0
40.536341,-74.152647,STATEN ISLAND,AL,A1,2022-06-27,2022-06-28,ISSUED,520038209,COMMUNITY RESOURCES,G-NET CONSTRUCTION CORP,5292.0,32.0,1.0
40.874261,-73.847987,BRONX,PL,A2,2022-06-27,2022-06-28,ISSUED,220524831,,KISHAN PLBG & HEATING INC,4737.0,41.0,1.0
40.748609,-73.992349,MANHATTAN,EW,A2,2022-06-27,2022-06-28,ISSUED,123690595,GATEWAY REALTY LLC C/O EMPIRE MA,NSP & SONS INC,806.0,1.0,1.0
40.768688,-73.967682,MANHATTAN,AL,A1,2022-06-24,2022-06-30,ISSUED,121208683,PINNACLE MADISON AVENUE CORP,VANGUARD CONSTRUCTION AND,1382.0,24.0,6.0
40.847859,-73.86488,BRONX,FO,A1,2022-06-24,2022-07-01,ISSUED,220700659,VAN NEST ASSEMBLY OF GOD CHURCH,VAN NEST ASSEMBLY OF GOD,4260.0,1.0,7.0
40.754959,-73.798106,QUEENS,EW,A2,2022-06-27,2022-07-05,ISSUED,440196770,,CENTAURI DEVELOPMENT INC,5448.0,10.0,8.0
40.796326,-73.821703,QUEENS,AL,A1,2022-06-23,2022-08-01,ISSUED,402319406,,D'AMICO CONSTRUCTION INC,4471.0,33.0,39.0
40.694073,-73.786621,QUEENS,EW,A2,2020-12-18,2021-01-07,ISSUED,440653419,,STELLAR INDUSTRIES INC,10193.0,7.0,20.0
40.86361,-73.890419,BRONX,PL,NB,2023-12-08,2023-12-18,ISSUED,220511578,364-372 INVESTORS LLC,MPI PLUMBING CORP,3276.0,31.0,10.0
40.678397,-73.907856,BROOKLYN,NB,NB,2023-12-14,2023-12-18,ISSUED,321590694,FULTON GATE REALTY LLC,GREENSIDE CORP,1543.0,1.0,4.0
40.642218,-73.985889,BROOKLYN,AL,A1,2023-12-15,2023-12-18,ISSUED,322030896,,GS INTERIORS LLC,5296.0,48.0,3.0
40.595787,-73.961003,BROOKLYN,SG,SG,2000-08-08,2000-08-18,ISSUED,301042379,POPULAR FORD SALES INC,MIDWOOD SIGN DESIGN,7371.0,83.0,10.0
40.737865,-73.802734,QUEENS,NB,NB,2021-06-14,2021-06-29,ISSUED,440665905,A & S HOME BUILDERS LLC,LUSSO CONTRACTING CORP,6894.0,12.0,15.0
40.766663,-73.886146,QUEENS,DM,DM,2022-05-03,2022-06-29,ISSUED,421789390,BPP 83-34 23RD PRPTY OWNER LLC,LORICH CONSTRUCTION MANAG,1078.0,62.0,57.0
40.766663,-73.886146,QUEENS,DM,DM,2022-05-03,2022-06-29,ISSUED,421789381,BPP 83-34 23RD PRPTY OWNER LLC,LORICH CONSTRUCTION MANAG,1078.0,62.0,57.0
40.858135,-73.88536,BRONX,AL,A1,2022-06-14,2022-06-29,ISSUED,201124853,,FOUR BOROUGH CONSTRUCTION,3078.0,9.0,15.0
40.676448,-73.73813,QUEENS,EW,A2,2022-06-27,2022-06-29,ISSUED,440732824,,SUNRUN INSTALLATION SVC,12970.0,38.0,2.0
40.814358,-73.940659,MANHATTAN,EW,A2,2022-06-28,2022-06-29,ISSUED,140905117,HARLEM HOSPITAL,VANGUARD CONSTRUCTION AND,1733.0,1.0,1.0
40.814358,-73.940659,MANHATTAN,EW,A2,2022-06-28,2022-06-29,ISSUED,140903299,HARLEM HOSPITAL,VANGUARD CONSTRUCTION AND,1733.0,1.0,1.0
40.698579,-73.953193,BROOKLYN,EW,A2,2022-06-28,2022-06-29,ISSUED,340694886,NEW YORK CITY HOUSING AUTHORITY,ROMA SCAFFOLDING INC,1719.0,1.0,1.0
40.756115,-73.969493,MANHATTAN,EW,A2,2022-06-28,2022-06-29,ISSUED,123809021,"231 EAST 51ST STREET, LLC",ACCURATE MECHANICAL INC,1325.0,17.0,1.0
40.703337,-73.928372,BROOKLYN,AL,A1,2022-02-22,2022-07-07,ISSUED,322012763,MELROSE DEALS INC,MABE GROUP INC,3165.0,17.0,135.0
40.679753,-73.982903,BROOKLYN,AL,A1,2022-06-09,2022-08-04,ISSUED,322085373,316-324 DOUGLASS STREET LLC,WESBUILT CONSTRUCTION MAN,420.0,23.0,56.0
40.595787,-73.961003,BROOKLYN,AL,A3,2000-08-10,2000-08-18,ISSUED,301042397,POPULAR FORD SALES INC,MIDWOOD SIGN DESIGN INC,7371.0,83.0,8.0
40.595787,-73.961003,BROOKLYN,AL,A3,2000-08-10,2000-08-18,ISSUED,301042404,POPULAR FORD SALES INC,MIDWOOD SIGN DESIGN INC,7371.0,83.0,8.0
40.732417,-73.953714,BROOKLYN,AL,A1,2022-08-10,2022-08-17,ISSUED,321469923,155 INDIA ST LLC,HHI TECH INC,2533.0,56.0,7.0
40.593356,-74.076414,STATEN ISLAND,EW,A2,2022-06-30,2022-07-11,ISSUED,540232247,,AMERGY SOLAR INC,3249.0,34.0,11.0
40.739167,-74.001119,MANHATTAN,EW,A2,2023-06-20,2023-06-30,ISSUED,123892868,FPNY 14TH LLC,PIZZAROTTI LLC,764.0,10.0,10.0
40.739405,-73.984808,MANHATTAN,EW,A2,2022-06-30,2022-10-14,ISSUED,121328857,CUNY DEPT. OF DESIGN & CONST.,WDF INC,878.0,20.0,106.0
40.78592,-73.812703,QUEENS,AL,A3,2020-12-18,2020-12-29,ISSUED,440615577,,TT&T CONSTRUCTION INC,4682.0,24.0,11.0
40.794929,-73.972462,MANHATTAN,EW,A2,2002-06-28,2002-07-02,ISSUED,103192769,GRISTEDES SUPERMARKET,RED APPLE SUPERMARKETS INC,1243.0,55.0,4.0
40.794451,-73.971945,MANHATTAN,NB,NB,2020-11-17,2020-11-18,ISSUED,121207014,PARAGON JV PROP III LLC,LEEDING BUILDERS GROUP LL,1243.0,55.0,1.0
40.696204,-73.926003,BROOKLYN,NB,NB,2022-06-14,2022-06-30,ISSUED,321593236,HILINE GARDENS LLC,"BEST FITOUTS, LLC",3254.0,11.0,16.0
40.752566,-73.982719,MANHATTAN,NB,NB,2022-06-15,2022-06-30,ISSUED,121184486,20 W 40 BRYANT PARK OWNER LLC,ELYSIUM CONSTRUCTION INC,841.0,7501.0,15.0
40.714278,-73.956753,BROOKLYN,NB,NB,2022-06-22,2022-06-30,ISSUED,320911947,104 ERC DEVELOPMENT LLC,STEEL TONE CONSTRUCTION,2368.0,16.0,8.0
40.720934,-74.004026,MANHATTAN,EW,A2,2022-06-22,2022-06-30,ISSUED,123725781,CANAL ASSOCIATES LP,E & S AND SONS CORP,228.0,1.0,8.0
40.84424,-73.904883,BRONX,EQ,A2,2022-06-28,2022-06-30,ISSUED,240331547,CLAY ESTATES LLC,CHESAKL ENTERPRISES INC,2790.0,49.0,2.0
40.596631,-73.997879,BROOKLYN,EW,A2,2022-06-29,2022-06-30,ISSUED,340666746,CROPSEY PROPERTIES LLC,SAFETY FIRE SPRINKLER COR,6471.0,13.0,1.0
40.596631,-73.997879,BROOKLYN,EW,A2,2022-06-29,2022-06-30,ISSUED,340666746,CROPSEY PROPERTIES LLC,SAFETY FIRE SPRINKLER COR,6471.0,13.0,1.0
40.684131,-73.942732,BROOKLYN,AL,A1,2022-06-29,2022-06-30,ISSUED,321597036,377 JEFFERSON LLC,A & R HOME IMPROVEMENT &,1830.0,62.0,1.0
40.640378,-73.951356,BROOKLYN,AL,A1,2022-06-24,2022-07-14,ISSUED,321820400,1207 ROGERS RESIDENCES LLC,IMPACT BUILDERS CORP,5214.0,32.0,20.0
40.624767,-73.954221,BROOKLYN,DM,DM,2022-05-31,2022-07-15,ISSUED,322087683,,,7603.0,67.0,45.0
40.640478,-74.113077,STATEN ISLAND,EW,A2,2022-06-28,2022-08-02,ISSUED,510022422,.,J.D. CONSTRUCTION & CONTR,150.0,91.0,35.0
40.700479,-73.902286,QUEENS,AL,A1,2022-08-10,2022-08-12,ISSUED,421730522,E&P MYRTLE AVENUE,MB MECHANICAL OF NY INC,3573.0,17.0,2.0
40.841749,-73.920348,BRONX,DM,DM,2022-08-10,2022-08-23,ISSUED,220739896,JESUP GROUP LLC,N TECH DESIGN OF AMERICA,2872.0,71.0,13.0
40.717409,-74.005216,MANHATTAN,EW,A2,2022-07-01,2022-07-12,ISSUED,123912720,CLP 74 LEONARD LLC C/O COPPERLIN,ULTRA GENERAL CONTRACTING,173.0,17.0,11.0
40.588966,-73.926706,BROOKLYN,AL,A1,2022-07-01,2022-07-14,ISSUED,322070539,,RISE DEVELOPMENT PARTNERS,8876.0,2690.0,13.0
40.742168,-73.814053,QUEENS,EW,A2,2022-07-01,2022-07-13,ISSUED,440733841,,AMERGY SOLAR INC,6720.0,36.0,12.0
40.607059,-73.976602,BROOKLYN,EW,A2,2022-07-01,2022-07-12,ISSUED,340859084,,AMERGY SOLAR INC,6628.0,32.0,11.0
40.717584,-73.942361,BROOKLYN,FO,NB,2022-07-01,2022-07-27,ISSUED,321301435,,DYNASTY CONTRACTING LLC,2875.0,15.0,26.0
40.668432,-73.921161,BROOKLYN,AL,A1,2022-07-01,2022-07-06,ISSUED,301082806,,NEW HOPE CONSTRUCTION INC,1477.0,32.0,5.0
40.751876,-73.783874,QUEENS,EW,A2,2022-07-01,2022-07-13,ISSUED,440733547,,AMERGY SOLAR INC,5615.0,56.0,12.0
40.673378,-73.763219,QUEENS,EW,A2,2022-07-01,2022-07-18,ISSUED,440732076,,VOLTAIC SOLAIRE LLC,13022.0,5.0,17.0
40.679742,-73.780358,QUEENS,DM,DM,2022-07-01,2022-07-25,ISSUED,421804729,NONE,FIRST WORLD DEVELOPMENT,12378.0,1.0,24.0
40.743982,-73.906982,QUEENS,EQ,A3,2022-07-01,2022-08-09,ISSUED,421560144,GREATER  NEW YORK CORP,GREATER NY CONFERENCE OF,1328.0,72.0,39.0
40.731358,-74.002353,MANHATTAN,EW,A2,2022-07-01,2022-07-13,ISSUED,140969405,"BEACH LANE MANAGEMENT, INCMROTHK",RED GLOBAL LLC,590.0,45.0,12.0
40.584727,-73.815773,QUEENS,AL,A1,2022-07-01,2022-07-21,ISSUED,421767029,,SIMPLY STRONG CONSTRUCT,16139.0,24.0,20.0
40.76593,-73.980979,MANHATTAN,NB,NB,2022-07-01,2022-07-25,ISSUED,121328205,EXTELL DEVELOPMENT COMPANY,LENDLEASE(US)CONSTRUCTION,1029.0,19.0,24.0
40.637065,-74.150273,STATEN ISLAND,PL,A2,2022-07-01,2022-09-28,ISSUED,500134464,,K.M.D MECHANICAL 1443 LLC,1159.0,54.0,89.0
40.598896,-74.132535,STATEN ISLAND,EW,A2,2022-07-01,2022-07-11,ISSUED,540232327,,AMERGY SOLAR INC,1972.0,30.0,10.0
40.84055,-73.888314,BRONX,NB,NB,2022-07-01,2022-07-22,ISSUED,220591955,REAL ESTATE MOGUL GROUP LLC,N.Y. PREFERRED DEVELOPMEN,2958.0,38.0,21.0
40.759436,-73.988175,MANHATTAN,EW,A2,2011-02-14,2011-02-17,ISSUED,120599815,CHAMPION PARKING CORP,TMI CONSTRUCTION CORP,1017.0,58.0,3.0
40.759475,-73.988149,MANHATTAN,AL,A3,2017-01-05,2017-01-06,ISSUED,122986965,TEAM P. R. OMOTION LLC.,TEAM P.R.OMOTION LLC,1017.0,58.0,1.0
40.596004,-73.801842,QUEENS,EW,A2,2023-09-13,2023-09-27,ISSUED,440655471,BRONX INVESTMENT GROUP 1 INC.,J&J DESIGNS INC,16064.0,41.0,14.0
40.655902,-74.002757,BROOKLYN,PL,A1,2022-03-30,2022-07-01,ISSUED,320407635,883 FOURTH AVENUE REALTY CORP.,ABR PLBG&HTG CONTR INC,685.0,8.0,93.0
40.749905,-73.977179,MANHATTAN,EQ,A3,2022-05-19,2022-07-01,ISSUED,140691302,SILVERSHORE PROPERTIES,ARSENAL SCAFFOLD INC,895.0,74.0,43.0
40.704789,-73.820725,QUEENS,NB,NB,2022-06-09,2022-07-01,ISSUED,410073520,NONE,ASSURED BUILDERS INC,9630.0,11.0,22.0
40.69672,-73.754196,QUEENS,EW,A2,2022-06-28,2022-07-01,ISSUED,440716021,,LONG ISLAND SOLAR SOLUTI,11040.0,14.0,3.0
40.734258,-73.882954,QUEENS,EW,A2,2022-06-28,2022-07-01,ISSUED,440733128,,VENTURE HOME SOLAR LLC,2891.0,10.0,3.0
40.674046,-73.852067,QUEENS,EW,A2,2022-06-28,2022-07-01,ISSUED,421004399,,COMPLEX DEVELOPMENT INC,11364.0,3.0,3.0
40.640041,-74.131813,STATEN ISLAND,AL,A1,2022-06-29,2022-07-01,ISSUED,520393164,26 PORT RICHMOND AVE VENTURES LL,RICHMOND COUNTY DEVEL LLC,1073.0,70.0,2.0
40.604714,-74.008881,BROOKLYN,PL,A1,2022-06-23,2022-07-11,ISSUED,301656223,BI FENG ZHOU,CITYWIDE PLBG HTG & SPKLS,6433.0,30.0,18.0
40.594065,-73.964781,BROOKLYN,DM,DM,2022-06-28,2022-07-13,ISSUED,322105903,GREENLINE DEVELOPER,BEST DEMO INC,7157.0,34.0,15.0
40.553301,-74.194832,STATEN ISLAND,EW,A2,2022-06-30,2022-07-01,ISSUED,540215836,THIS IS NOT A BUSINESS,SMART HOME ENERGY SOURCE*,6018.0,34.0,1.0
40.633579,-73.944804,BROOKLYN,NB,NB,2022-06-30,2022-07-01,ISSUED,321588563,CANDOR ESTATES LLC,"M & Y DEVELOPERS, INC",7561.0,37.0,1.0
40.596875,-73.994923,BROOKLYN,PL,A2,1996-03-20,1996-03-27,ISSUED,300503435,TONY CLEANERS,DURR PLUMBING INC.,6888.0,36.0,7.0
40.61907,-74.074833,STATEN ISLAND,EW,A2,2022-07-05,2022-07-11,ISSUED,540232345,,AMERGY SOLAR INC,2839.0,165.0,6.0
40.749924,-73.976454,MANHATTAN,AL,A1,2022-07-05,2022-07-28,ISSUED,123157396,"148 EAST 40TH STREET, LP",MABE GROUP INC,895.0,60.0,23.0
40.674719,-73.88096,BROOKLYN,PL,NB,2022-07-05,2022-07-14,ISSUED,301426632,NEW MILLENNIUM PROPERTIES LLC,LG ELITE PLUMBING INC,4004.0,25.0,9.0
40.628243,-74.07845,STATEN ISLAND,EQ,A3,2022-07-05,2022-07-21,ISSUED,520082044,CS BRIDGE CORP,CS BRIDGE CORP,521.0,115.0,16.0
40.665881,-73.886559,BROOKLYN,AL,A1,2022-07-05,2022-07-29,ISSUED,301192411,EAST NY WESLEYAN CHRUCH,NEW HOPE FAMILY WORSHIP C,4076.0,1.0,24.0
40.806524,-73.917703,BRONX,EW,A2,2022-07-05,2022-08-08,ISSUED,220424976,,ATOMIC CONTRACTING INC,2265.0,47.0,34.0
40.616448,-73.974124,BROOKLYN,AL,A1,2022-07-05,2022-07-13,ISSUED,320104864,120 AVENUE M LLC,EURO BUILDING GROUP INC,6564.0,1.0,8.0
40.649497,-73.952355,BROOKLYN,DM,DM,2022-07-05,2022-07-26,ISSUED,322092873,MIDLEE REALTY CORP,ALL STAR 1 LLC,5107.0,97.0,21.0
40.679655,-73.965356,BROOKLYN,NB,NB,2022-07-05,2022-07-14,ISSUED,320725738,DEAN RESIDENCE 751 LLC,NON LIMITE INC,1130.0,47.0,9.0
40.709437,-73.951634,BROOKLYN,AL,A1,2022-07-05,2022-08-05,ISSUED,320125878,,MABE GROUP INC,2425.0,17.0,31.0
40.65322,-74.007161,BROOKLYN,NB,NB,2022-03-28,2022-07-05,ISSUED,301515849,,KDL CONSTRUCTION & DEVELO,708.0,26.0,99.0
40.696398,-73.99352,BROOKLYN,EW,A2,2022-05-19,2022-07-05,ISSUED,322033973,145 HENRY PARTNERS LLC C/O BRIGH,NYC BEST REMODELING INC,237.0,20.0,47.0
40.637284,-74.009465,BROOKLYN,AL,A1,2022-06-07,2022-07-05,ISSUED,321967378,,TT&T CONSTRUCTION INC,858.0,27.0,28.0
40.757079,-73.928239,QUEENS,DM,DM,2022-06-24,2022-07-05,ISSUED,421803908,CRESCENT ST CONSTRUCTION CORP,CRESCENT STREET CONSTRUCT,605.0,8.0,11.0
40.689693,-73.815374,QUEENS,NB,NB,2022-06-29,2022-07-05,ISSUED,420665426,ECO 10 LLC,LEADING CONSTRUCTION CORP,9590.0,4.0,6.0
40.694407,-73.980855,BROOKLYN,EW,A2,2022-07-01,2022-07-05,ISSUED,321229853,NYCHA,S & N BUILDERS INC,2050.0,1.0,4.0
40.694407,-73.980855,BROOKLYN,EW,A2,2022-07-01,2022-07-05,ISSUED,321229853,NYCHA,S & N BUILDERS INC,2050.0,1.0,4.0
40.712399,-73.984497,MANHATTAN,EW,A2,2022-07-01,2022-07-05,ISSUED,103646994,NYCSCA,G & F.A.S.T. ELECTRIC INC,259.0,44.0,4.0
40.747072,-73.939123,QUEENS,EQ,DM,2022-06-28,2022-07-06,ISSUED,421941938,BLDG ORCHARD STREET,BREEZE NATIONAL INC,265.0,1.0,8.0
40.69469,-73.981735,BROOKLYN,EW,A2,2022-06-24,2022-07-13,ISSUED,321229862,NYCHA,S & N BUILDERS INC,2050.0,1.0,19.0
40.689368,-73.915172,BROOKLYN,AL,A1,2022-06-10,2022-07-27,ISSUED,321024413,SIMAX DEVELOPEMENT GROUP LLC,TEAPE CONSTRUCTION SERVIC,3381.0,43.0,47.0
40.632616,-73.968122,BROOKLYN,AL,A1,2022-06-30,2022-07-11,ISSUED,321589189,,NON LIMITE INC,5429.0,4.0,11.0
40.605129,-74.105904,STATEN ISLAND,NB,NB,2022-06-13,2022-10-05,ISSUED,500256518,,MAMMOTH INC,687.0,90.0,114.0
40.679089,-73.895395,BROOKLYN,DM,DM,2022-03-25,2022-08-10,ISSUED,322088717,124 & 128 JAMAICA AVE LLC,XINOS CONSTRUCTION CORP,3662.0,22.0,138.0
40.808923,-73.946107,MANHATTAN,AL,A1,2022-06-10,2022-08-10,ISSUED,121207274,RNB HOLDING LLC,LEVEL 10 CONSTRUCTION GR*,1911.0,17.0,61.0
40.649046,-73.952309,BROOKLYN,DM,DM,2022-07-06,2022-07-15,ISSUED,322092864,MIDLEE REALTY CORP,ALL STAR 1 LLC,5107.0,101.0,9.0
40.649538,-73.952359,BROOKLYN,DM,DM,2022-07-06,2022-07-26,ISSUED,322091115,MIDLEE REALTY CORP,ALL STAR 1 LLC,5107.0,97.0,20.0
40.811687,-73.914441,BRONX,EW,A2,2022-07-06,2022-07-15,ISSUED,220584133,CITY OF NY PARKS & RECREATION,STALCO CONSTRUCTION INC,2557.0,1.0,9.0
40.645194,-74.011992,BROOKLYN,AL,A1,2022-07-06,2022-09-26,ISSUED,320153150,,HP HOME IMPROVEMENT SERVI,799.0,26.0,82.0
40.812112,-73.918223,BRONX,AL,A1,2022-07-29,2022-08-10,ISSUED,220736933,450 144TH HOLDINGS LLC,450 144TH HOLDINGS LLC,2288.0,32.0,12.0
40.751543,-74.001372,MANHATTAN,EW,A2,2022-08-03,2022-08-10,ISSUED,140993833,BILVAS EQUITIES LLC,JT MAGEN & COMPANY INC,701.0,35.0,7.0
40.750445,-73.85966,QUEENS,NB,NB,2022-07-06,2022-07-27,ISSUED,421929104,CHAI 555 LLC,ATOMIC CONTRACTING INC,1984.0,34.0,21.0
40.894085,-73.843171,BRONX,EQ,A3,2010-10-22,2010-11-18,ISSUED,220088795,NYC HOUSING PRESERVATION & DEVEL,MARK CONTRACTING NY INC,5020.0,78.0,27.0
40.774289,-73.791405,QUEENS,NB,NB,2016-02-16,2016-04-01,ISSUED,421026909,,J.S.K. CONSTRUCTION CORP,5969.0,1.0,45.0
40.878877,-73.845366,BRONX,EW,A2,2022-05-25,2022-07-06,ISSUED,240316895,,"SUNPOWER CORPORATION, SYS",4728.0,57.0,42.0
40.605916,-74.004988,BROOKLYN,NB,NB,2022-06-22,2022-07-06,ISSUED,321440437,SILVER BAY RELATY LLC,FUNG TAI CONSTRUCTION INC,6368.0,1.0,14.0
40.823881,-73.950377,MANHATTAN,AL,A1,2022-06-22,2022-07-06,ISSUED,121207336,HAMILTON 528 LLC,HANJO CONTRACTORS INC,2073.0,51.0,14.0
40.823881,-73.950377,MANHATTAN,EW,A2,2022-06-22,2022-07-06,ISSUED,140942862,HAMILTON 528 LLC,HANJO CONTRACTORS INC,2073.0,51.0,14.0
40.73035,-73.960177,BROOKLYN,NB,NB,2022-06-30,2022-07-06,ISSUED,320910822,"GREENPOINT PARTNERS, LLC",WONDER WORKS CONSTR CORP,2556.0,45.0,6.0
40.772494,-73.957116,MANHATTAN,EQ,DM,2022-06-30,2022-07-06,ISSUED,123914835,251 EAST 77TH ST OWNER LP,ALBA SERVICES INC,1432.0,120.0,6.0
40.742464,-73.822688,QUEENS,AL,A1,2022-08-04,2022-08-10,ISSUED,421410066,,ZHONGSHUN JIANZHU INC,6416.0,39.0,6.0
40.819196,-73.950221,MANHATTAN,EW,A2,2022-07-01,2022-07-06,ISSUED,123700325,DASNY,GLASS ARMOR OF NEW YORK I,1957.0,200.0,5.0
40.728017,-73.783392,QUEENS,NB,NB,2022-07-05,2022-07-06,ISSUED,402618431,BOKHANARIAN COMMUNITIES CENTER,ABBOR 1 INC,7248.0,44.0,1.0
40.636752,-74.09343,STATEN ISLAND,EW,A2,2022-07-05,2022-07-06,ISSUED,520336645,HOMEOWNER,KATHY'S KAPERS GENERAL CO,88.0,73.0,1.0
40.76253,-73.949423,MANHATTAN,EW,A2,2022-07-05,2022-07-06,ISSUED,122747313,ISLAND HOUSE TENANTS CORP.,ALLIANCE CONTRACTING GRP,1373.0,7505.0,1.0
40.690439,-73.95533,BROOKLYN,AL,A1,2022-07-05,2022-07-06,ISSUED,310126609,,B CONTRACTORS GROUP,1942.0,12.0,1.0
40.679135,-73.895287,BROOKLYN,DM,DM,2022-08-05,2022-08-10,ISSUED,320956569,124 & 128 JAMAICA AVE LLC,XINOS CONSTRUCTION CORP,3662.0,22.0,5.0
40.814163,-73.81806,BRONX,AL,A1,2022-08-05,2022-08-10,ISSUED,220731830,C & B RE HOLDINGS LLC,DEWALT CONTRACTING LLC,5604.0,57.0,5.0
40.821078,-73.948825,MANHATTAN,EW,A2,2022-08-08,2022-08-10,ISSUED,140708474,DORMITORY AUTHORITY STATE OF NY,NEW STYLE CONTRACTORS INC,1957.0,105.0,2.0
40.680798,-73.979348,BROOKLYN,NB,NB,2003-11-07,2003-11-12,ISSUED,300784925,,WIN SING CONSTRUCTION COMP.,934.0,65.0,5.0
40.854901,-73.93849,MANHATTAN,EW,A2,2022-08-09,2022-08-10,ISSUED,123830676,CABRINI REALTY LLC.,MEGA CONSTRUCTION SVC INC,2179.0,274.0,1.0
40.74113,-73.975021,MANHATTAN,EW,A2,2022-06-24,2022-07-07,ISSUED,123358589,NYC DEPT OF DESIGN AND CONSTRUCT,CHAMPION COMBUSTION CORP,962.0,97.0,13.0
40.795098,-73.935414,MANHATTAN,FO,NB,2022-06-28,2022-07-07,ISSUED,121188080,HARLEM RENAISSANCE CONDOMINIUMS,VIK MANAGEMENT CONSTRUCTI,1708.0,43.0,9.0
40.795098,-73.935414,MANHATTAN,FO,NB,2022-06-28,2022-07-07,ISSUED,121188080,HARLEM RENAISSANCE CONDOMINIUMS,VIK MANAGEMENT CONSTRUCTI,1708.0,43.0,9.0
40.858577,-73.910499,BRONX,EW,A2,2022-06-28,2022-07-07,ISSUED,220576865,DASNY,JOBCO INCORPORATED,3224.0,1.0,9.0
40.636835,-73.945176,BROOKLYN,NB,NB,2022-07-01,2022-07-07,ISSUED,321188308,BEL COMMUNITY HOUSING ASSOCIATES,LEMLE & WOLFF CONSTR CORP,4996.0,1.0,6.0
40.767571,-73.969188,MANHATTAN,AL,A1,2022-07-02,2022-07-07,ISSUED,123906639,752 DEVELOPMENT FEE LLC C/O SL G,FINALY GENL CONTR CORP,1380.0,14.0,5.0
40.730485,-74.006801,MANHATTAN,AL,A1,2022-07-02,2022-07-07,ISSUED,123908165,NEW YORK RESIDENCE,ALL DIMENSION HOME IMPROVE D/B/A,583.0,2.0,5.0
40.760512,-73.971541,MANHATTAN,AL,A3,2022-06-14,2022-07-21,ISSUED,140523805,425 PARK OWNER LLC,TISHMAN CONSTRUCTION CORP,1310.0,1.0,37.0
40.61344,-74.128126,STATEN ISLAND,EW,A2,2022-07-05,2022-07-07,ISSUED,540232363,,VENTURE HOME SOLAR LLC,378.0,173.0,2.0
40.868424,-73.848991,BRONX,EW,A2,2022-07-06,2022-07-07,ISSUED,240331994,,VENTURE HOME SOLAR LLC,4587.0,19.0,1.0
40.63546,-74.095273,STATEN ISLAND,NB,NB,2022-07-06,2022-07-07,ISSUED,520207348,ANTHONY J. SANTO,3584 CONSTRUCTION CORP,123.0,56.0,1.0
